id,text,char_count,word_count,sentence_type,style,quality_score,source
00229,আরে বাবা আমারও তো একটা ভাবনা-চিন্তা আছে নাকি?,45,8,question,literary,86.5,12k.txt
00230,হ্যালো … হ্যাঁ শুনতে পাচ্ছেন?,29,5,question,literary,86.5,12k.txt
00231,উল্লুকের মতো লাফাচ্ছ কেন?,25,4,question,literary,86.5,12k.txt
00232,তা তুমি তোমাদের আত্রেয়ীকে কী বলে ডাকো বাবা?,44,8,question,literary,86.5,12k.txt
00233,সোনাইয়ের সঙ্গে কী বউদি?,24,4,question,literary,86.5,12k.txt
00234,আর বারবার ওর সঙ্গে কী হচ্ছে?,28,6,question,literary,86.5,12k.txt
00235,কিন্তু সামান্য একটা কুকুরকে কে ওইভাবে মারবে?,44,7,question,literary,86.5,12k.txt
00236,এটা সাধারণ ব্র্যান্ড বুঝি?,26,4,question,literary,86.5,12k.txt
00237,সেদিন তোমার বন্দনাদিদিও বাড়িতে ছিল তাই তো?,43,7,question,literary,86.5,12k.txt
00238,আত্রেয়ী সেনের খুনের ব্যাপারে কিছু?,35,5,question,literary,86.5,12k.txt
00239,নতুন কোনো অভিনেত্রী পেয়েছ বুঝি?,32,5,question,literary,86.5,12k.txt
00240,সেই কী আত্রেয়ীকে ঠেলে দিয়েছে ছাদ থেকে?,40,7,question,literary,86.5,12k.txt
00241,আত্মাকে একেবারে শেষ করে দিলেন না কেন নীলাম্বরবাবু?,50,8,question,literary,86.5,12k.txt
00242,কিন্তু এই মালটা আবার কী কথা বলবে?,33,7,question,literary,86.5,12k.txt
00243,খুব বুকে জড়াতে ইচ্ছে করেছিল না?,32,6,question,literary,86.5,12k.txt
00244,কিন্তু তুমি এত ডিটেইলস জানলে কী করে?,36,7,question,literary,86.5,12k.txt
00245,আত্রেয়ী যখন বাঁচবেই না তখন আর সে হার রেখে কী হবে?,50,11,question,literary,86.5,12k.txt
00246,কিন্তু সেটা এখন বলে আর কী লাভ?,30,7,question,literary,86.5,12k.txt
00247,হ্যালো! কীভাবে আপনাকে সাহায্য করতে পারি?,40,6,question,virtual_assistant,86.5,bengali_sentences_6000_metadata.jsonl
00248,সন্ধ্যায় পরিকল্পনা আছে?,24,3,question,virtual_assistant,86.5,bengali_sentences_6000_metadata.jsonl
00249,"শুভ সন্ধ্যা, পরিবার কেমন আছে?",29,5,question,conversational,86.5,meaningful_sentences
00250,ছায়ামূর্তির বুকে এখন আগুনপোড়া চচ্চড়ে শব্দ।,45,6,statement,literary,86.0,12k.txt
00251,আত্রেয়ী সেনের এতকালের অভিজ্ঞতার দামটা তো দিবি।,47,7,statement,literary,86.0,12k.txt
00252,মাটির বুকে ঘুমিয়ে থাকা কীটেরা রক্তের গন্ধ পেল।,47,8,statement,literary,86.0,12k.txt
00253,এক প্রচণ্ড ঝাঁকুনিতে ঘুমটা ভেঙে গেল মৃন্ময়ীর।,46,7,statement,literary,86.0,12k.txt
00254,দিনের আলোর মতো স্পষ্ট হয়ে উঠছে সব কিছু।,40,8,statement,literary,86.0,12k.txt
00255,টলিপাড়ায় ঘটে গেল মর্মান্তিক দুর্ঘটনা।,39,5,statement,literary,86.0,12k.txt
00256,খুনের দায়ে গ্রেপ্তার পরিচালক মিহির সরখেল।,42,6,statement,literary,86.0,12k.txt
00257,নিশ্চই আপনার কোথাও ভুল হচ্ছে।,29,5,statement,literary,86.0,12k.txt
00258,বলা ভালো মৃত্যুর সঙ্গে পাঞ্জা লড়ছেন।,37,6,statement,literary,86.0,12k.txt
00259,এই তো মাত্র সপ্তাদুয়েক আগের কথা।,33,6,statement,literary,86.0,12k.txt
00260,হস্তী মত্ত না হলে সংসারটা যে ছত্রখান হয়ে যাবে।,47,9,statement,literary,86.0,12k.txt
00261,মাত্র দুটো দিনে চেনা মানুষটাকে অন্য লোক মনে হচ্ছে।,50,9,statement,literary,86.0,12k.txt
00262,মানে ওদের সঙ্গে কিন্তু বেশি কথা বোলো না কেমন।,45,9,statement,literary,86.0,12k.txt
00263,এতক্ষণ লোকটাকে পাথরের মূর্তির মতো লাগছিল।,41,6,statement,literary,86.0,12k.txt
00264,তবে এ বাড়ির বর্তমান মালিক ব্যাঙ্গালোরে থাকেন।,46,7,statement,literary,86.0,12k.txt
00265,ক্লান্তিতে চোখদুটো ছোটো হয়ে গেছে।,34,5,statement,literary,86.0,12k.txt
00266,কিন্তু এখন মিহির শুধুই রক্তমাংসের পুতুল।,40,6,statement,literary,86.0,12k.txt
00267,সেটা বলতেই ফোন করেছিল বাট নেটওয়ার্ক প্রবলেম।,45,7,statement,literary,86.0,12k.txt
00268,একসঙ্গে এতগুলো প্রশ্ন করে থামল সে।,34,6,statement,literary,86.0,12k.txt
00269,এত বছরের কর্মজীবনে এমন ফ্যাসাদে কক্ষনো পড়েননি।,47,7,statement,literary,86.0,12k.txt
00270,এমন অদ্ভুত কাণ্ডও ঘটেনি তার সঙ্গে।,34,6,statement,literary,86.0,12k.txt
00271,কিন্তু সূর্য একেবারে দাঁত ছড়িয়ে হাসে।,39,6,statement,literary,86.0,12k.txt
00272,প্রথমে স্যার বলে কাউকে একটা সম্বোধন করেছিল।,43,7,statement,literary,86.0,12k.txt
00273,এমনকি নীল রঙের জিন্সটাও স্পষ্ট।,31,5,statement,literary,86.0,12k.txt
00274,এই সুচিভেদ্য অন্ধকারেও কুকুরগুলো বড্ড জ্বালাচ্ছে।,49,6,statement,literary,86.0,12k.txt
00275,মিহিরের বন্ধ ঠোঁটদুটো অনেকক্ষণ বাদে নড়ে ওঠে।,45,7,statement,literary,86.0,12k.txt
00276,মিহিরের ক্ষেত্রেও এই বাড়িটা সেই সহজলভ্য জায়গা।,48,7,statement,literary,86.0,12k.txt
00277,আত্রেয়ী প্রথমে কিছুতেই তুলতে চায়নি।,37,5,statement,literary,86.0,12k.txt
00278,সাপের মতো অজস্র নল ঘিরে রেখেছে আত্রেয়ী সেনকে।,46,8,statement,literary,86.0,12k.txt
00279,ডান পায়ের পুরোটাই শক্ত সাদা পট্টিতে মোড়া।,43,7,statement,literary,86.0,12k.txt
00280,আত্রেয়ীর পুরো ঘটনাটার সাক্ষী যে ছেলেটি।,40,6,statement,literary,86.0,12k.txt
00281,তন্ময়ের মুখটা একটু ভালো করে পর্যবেক্ষণ করল বৃদ্ধ।,50,8,statement,literary,86.0,12k.txt
00282,কোনদিক থেকে আত্রেয়ীকে দেখতে সবচেয়ে সুন্দর লাগে।,49,7,statement,literary,86.0,12k.txt
00283,ঘরে বসে মিহিরের দু-চোখ বেয়ে তখন রক্ত গড়াচ্ছে।,47,8,statement,literary,86.0,12k.txt
00284,হাত-পায়ের নখগুলো কালো আর তীক্ষ্ণ হচ্ছে।,40,6,statement,literary,86.0,12k.txt
00285,আত্রেয়ীর বাড়ি বালিগঞ্জ থানার আন্ডারে।,39,5,statement,literary,86.0,12k.txt
00286,কারণ সেই ঘটনার সঙ্গে ওতপ্রোতভাবে জড়িত ভানু।,44,7,statement,literary,86.0,12k.txt
00287,এতক্ষণ পাথরের মতো নিশ্চুপ হয়ে বসেছিল মৃন্ময়ী।,47,7,statement,literary,86.0,12k.txt
00288,আগে আত্রেয়ীর কথা উঠলেই কী উৎফুল্ল হয়ে উত্তর দিত।,50,9,statement,literary,86.0,12k.txt
00289,একদিন সোনাইয়ের সঙ্গেও… উফফফ!,29,4,exclamation,literary,86.0,12k.txt
00290,চোখ বন্ধ করেই হাত ঝাপটাতে ইচ্ছে করছে।,37,7,statement,literary,86.0,12k.txt
